Order Date,Region,Channel,Category,Product,Customer Segment,Units,Unit Price,Discount,Revenue,Cost,Margin,Fulfilled,Returned,Delivery Days
2024-04-20,North,Wholesale,Outdoors,Trail Bottle,Enterprise,7,24.97,0.00,174.82,76.92,97.90,true,false,4
2024-04-21,South,Web,Outdoors,Camp Chair,Consumer,27,75.01,0.05,1923.96,1115.90,808.06,true,false,2
2024-04-22,East,Store,Kitchen,Chef Pan,Small Business,1,47.83,0.10,43.05,23.68,19.37,true,false,4
2024-04-23,West,Wholesale,Electronics,USB Hub,Enterprise,1,29.57,0.20,23.66,14.90,8.75,true,false,2
2024-04-24,North,Web,Home,Desk Lamp,Consumer,14,33.76,0.00,472.71,245.81,226.90,true,true,6
2024-04-25,South,Store,Home,Storage Bin,Small Business,8,18.54,0.05,140.87,66.21,74.66,true,true,5
2024-04-26,East,Wholesale,Outdoors,Trail Bottle,Enterprise,11,23.07,0.10,228.39,100.49,127.90,true,false,2
2024-04-27,West,Web,Outdoors,Camp Chair,Consumer,12,76.44,0.20,733.80,425.61,308.20,true,false,5
2024-04-28,North,Store,Kitchen,Chef Pan,Small Business,7,47.17,0.00,330.19,181.60,148.58,true,false,5
2024-04-29,South,Wholesale,Electronics,USB Hub,Enterprise,10,28.50,0.05,270.77,170.59,100.19,true,false,1
2024-04-30,East,Web,Home,Desk Lamp,Consumer,14,32.33,0.10,407.37,211.83,195.54,true,false,2
2024-05-01,West,Store,Home,Storage Bin,Small Business,17,18.35,0.20,249.56,117.30,132.27,true,false,6
2024-05-02,North,Wholesale,Outdoors,Trail Bottle,Enterprise,28,25.40,0.00,711.16,312.91,398.25,true,false,
2024-05-03,South,Web,Outdoors,Camp Chair,Consumer,14,70.56,0.05,938.50,544.33,394.17,true,false,5
2024-05-04,East,Store,Kitchen,Chef Pan,Small Business,23,47.15,0.10,975.98,536.79,439.19,true,false,2
2024-05-05,West,Wholesale,Electronics,USB Hub,Enterprise,1,27.26,0.20,21.81,13.74,8.07,true,false,6
2024-05-06,North,Web,Home,Desk Lamp,Consumer,1,30.12,0.00,30.12,15.66,14.46,true,false,3
2024-05-07,South,Store,Home,Storage Bin,Small Business,2,16.97,0.05,32.25,15.16,17.09,true,false,4
2024-05-08,East,Wholesale,Outdoors,Trail Bottle,Enterprise,1,24.65,0.10,22.19,9.76,12.42,true,false,2
2024-05-09,West,Web,Outdoors,Camp Chair,Consumer,6,75.28,0.20,361.33,209.57,151.76,true,false,2
2024-05-10,North,Store,Kitchen,Chef Pan,Small Business,21,45.52,0.00,955.98,525.79,430.19,true,false,3
2024-05-11,South,Wholesale,Electronics,USB Hub,Enterprise,7,29.61,0.05,196.88,124.04,72.85,false,false,2
2024-05-12,East,Web,Home,Desk Lamp,Consumer,7,32.81,0.10,206.69,107.48,99.21,true,false,2
2024-05-13,West,Store,Home,Storage Bin,Small Business,23,17.21,0.20,316.72,148.86,167.86,true,false,2
